,T-1,T-2,T-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraA09001554,214,294,178,374.92,517.89,475.93,0.0153207321760595,-0.996567942926841,Not sig
BraA09001556,18,24,11,58,64,51,0.00166599891956541,-1.70670777307353,Down
BraA09001561,157.18,175.92,215.47,106.41,128.9,103.73,0.0382538081556744,0.694220233930242,Not sig
BraA09001562,128,148,170,108,159,153,0.690895684241385,0.0866543822541821,Not sig
BraA09001563,134,140,131,658,748,631,0.00403185168433051,-2.3304521671939,Down
BraA09001564,160,129,169,153,176,166,0.435974906079438,-0.112080926870028,Not sig
BraA09001566,0.005,0.005,0.005,1,0.005,1,0.183503419072274,-7.06249592573376,Not sig
BraA09001569,135,182,152,73,101,127,0.0553122272199849,0.639824435755675,Not sig
BraA09001570,72.69,77.16,82.41,26.82,26,28,0.00221055353546027,1.52295645683001,Up
BraA09001580,2,5,1,0.005,0.005,0.005,0.157183645736135,9.05889368905357,Not sig
BraA09001581,46,40,40,27,40,25,0.123109722780841,0.453717967442903,Not sig
BraA09001583,4.15,6.08,2.87,10.87,11.84,10.83,0.0110907289831324,-1.35631587713953,Down
BraA09001584,9.5,19.5,11.5,2,2,18,0.385732810232329,0.880418384247328,Not sig
BraA09001585,13,3,10,3,0.005,6,0.190987506721031,1.52971344200954,Not sig
BraA09001586,135,102.01,106,1,0.005,1,0.00821030556174701,7.4185045899594,Up
BraA09001587,3,1,2,6,3,6,0.0753763935805814,-1.32192809488736,Not sig
BraA09001589,4,6,4,2,16,2,0.711216771851963,-0.514573172829758,Not sig
BraA09001590,63,83,53,146,238,236,0.0351904897766803,-1.63949978473059,Down
BraA09001592,0.005,7.2,12.53,0.005,0.005,0.005,0.211786811219025,10.3615783031719,Not sig
BraA09001593,231,248,236,161,226,223,0.236644573099643,0.229133999215503,Not sig
BraA09001594,417,570,452,133,219,265,0.0112590911704109,1.22172419759088,Up
BraA09001595,64,49,69,39,25,40,0.0300378292962605,0.807354922057604,Not sig
BraA09001596,130,178,108,294,550,586,0.0603449109379556,-1.78135971352466,Not sig
BraA09001599,21,16,25,1,1,6,0.00704287342944962,2.95419631038688,Up
BraA09001601,125,119,98,57,65,136,0.38320313816216,0.406625259462644,Not sig
BraA09001604,139,149,136,198.78,209,187.64,0.00277248188183445,-0.489843417345444,Not sig
BraA09001605,0.005,0.005,0.005,1.22,0.005,1.39,0.185243164636615,-7.44570463552578,Not sig
BraA09001606,31,37,37,23,21,24,0.0138731644813727,0.626782676415783,Not sig
BraA09001607,0.005,0.005,0.005,4,0.005,7,0.212323278734841,-9.5189809291704,Not sig
BraA09001609,3,2,1,5,2,6,0.182349635393766,-1.11547721741994,Not sig
BraA09001611,9,5,10,5,2,6,0.136228245403622,0.884522782580064,Not sig
BraA09001612,25,17,26,28,22,29,0.368413807964405,-0.216317906926763,Not sig
BraA09001613,37,35,26,58,103,65,0.0852563631653146,-1.20546911829998,Not sig
BraA09001614,164,189,156,172,289,224,0.219705239969444,-0.428438331772194,Not sig
BraA09001615,162,190,164,92,155,175,0.338102337153008,0.290128066716069,Not sig
BraA09001618,18,26,22,8,6,3,0.00665528757580173,1.95693127810811,Up
BraA09001619,11,13,10,45,39,61,0.028248893821977,-2.09244624876459,Down
BraA09001620,2,0.005,2,0.005,1,2,0.724380667344825,0.414437251697525,Not sig
BraA09001623,12,7,20,22,23,92,0.292785230350343,-1.81262986409828,Not sig
BraA09001624,0.15,1.12,0.005,0.71,0.005,0.005,0.686506108664955,0.824428435416546,Not sig
BraA09001626,7.53,4,3,1,3,12,0.902801422123454,-0.139037202141883,Not sig
BraA09001630,66,66,52,67,92,127,0.183593752292489,-0.636309380721376,Not sig
BraA09001631,88,109,96,142,172,142,0.0151540157410152,-0.638133159742494,Not sig
BraA09001632,42.32,31.88,35,19.29,20,100,0.744800444764567,-0.351118830480603,Not sig
BraA09001633,29,56,35,484,408,120,0.114651715873819,-3.07610297908579,Not sig
BraA09001634,33,53,62,148,150,131,0.00140479045918017,-1.5353804718706,Down
BraA09001635,1,0.005,2,17,25,8,0.0838445872213849,-4.05649119883826,Not sig
BraA09001636,214,163,214,72,62,119,0.00999548424415864,1.22402074548322,Up
BraA09001637,488,539,573,461,451,844,0.728790619387482,-0.134220939760634,Not sig
BraA09001638,2,1,2,3,2,3,0.101191507218295,-0.678071905112637,Not sig
BraA09001639,0.005,2,0.005,7,5,4,0.0156866735563129,-2.9928044985958,Down
BraA09001640,147,124,136,159,214,170,0.0995853800746386,-0.415923403538115,Not sig
BraA09001641,164,230,273,30,31,65,0.0197104456500019,2.40426302768467,Up
BraA09001642,0.005,3,0.005,0.005,2,2,0.797783262491302,-0.412038755649008,Not sig
BraA09001643,11,14,14,19,9,13,0.844922391820208,-0.0721497857558352,Not sig
BraA09001645,12,17,8,15,11,19,0.486810517620636,-0.282399730700725,Not sig
BraA09001646,51,60,51,32,43,43,0.0382972942556021,0.457206953522783,Not sig
BraA09001647,87,118,89,61,63,62,0.0689779916711733,0.660513533728333,Not sig
BraA09001648,122,94,121,78,96,120,0.403812072754534,0.196932436345494,Not sig
BraA09001649,1,0.005,0.005,1,0.005,98,0.420706947505754,-6.61507418864852,Not sig
BraA09001650,427,649,546,655,755,947,0.0891980124611253,-0.539177939032894,Not sig
BraA09001651,573,726,871,49,28,36,0.0150137660529075,4.26330036491665,Up
BraA09001653,81,128,90,163,197,223,0.0147563347463228,-0.963350399002391,Not sig
BraA09001654,1,0.005,2,1,0.005,0.005,0.386643207845422,1.57300969795939,Not sig
