,TH-1,TH-2,TH-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraA02000291,35,16,32,13,33,50,0.74537141919448,-0.209923069374231,Not sig
BraA02000292,224,162,243,204,246,224,0.621808490568043,-0.0996885743025693,Not sig
BraA02000293,66,49,88,50,87,68,0.967847511454576,-0.0141441823202697,Not sig
BraA02000294,19,27,33,22,26,43,0.631722534086981,-0.204013892021593,Not sig
BraA02000296,680,577,696,492,698,540,0.375216570357013,0.174919911362705,Not sig
BraA02000298,161,144,155,136,186,122,0.812585142407708,0.0510741845942694,Not sig
BraA02000299,304,324,338,266,304,197,0.159424955207642,0.33279661133284,Not sig
BraA02000300,713.86,573.07,638.23,761.83,492.28,1189.84,0.485932653658485,-0.34423641667753,Not sig
BraA02000301,1372.33,1103.66,1334.83,1014.32,1907.34,1079.6,0.849180341663468,-0.0703529117724445,Not sig
BraA02000302,68,51,54,76,72,104,0.102764375221784,-0.542651695863192,Not sig
BraA02000303,7,4,11,3,0.005,1,0.0809176784073271,2.45762937600331,Not sig
BraA02000304,465,644,566,638.07,844.17,279,0.881096242442832,-0.0724304196280274,Not sig
BraA02000305,0.005,0.005,0.005,1,0.005,1,0.183503419072274,-7.06249592573376,Not sig
BraA02000306,5,10,9,35,7,21,0.246633878648426,-1.39231742277876,Not sig
BraA02000307,2,5,2,2,2,5,1,0,Not sig
BraA02000309,12,9,16,18,9,8,0.869712870519672,0.0801703486839834,Not sig
BraA02000310,25,14,33,5,15,7,0.0940266937366519,1.41503749927884,Not sig
BraA02000317,83,56,149,98,86,157,0.644083411877803,-0.24370292758186,Not sig
BraA02000321,84,114,666,22,12,124,0.339005225639644,2.45110675398637,Not sig
BraA02000323,10,5,8,6,16,8,0.542133188118223,-0.383328639551506,Not sig
BraA02000324,668,518,734,289,417,369,0.0280998659407938,0.836769651131696,Not sig
BraA02000331,1,1,2,0.005,2,0.005,0.439337308732937,0.992804498595796,Not sig
BraA02000332,3,5,3,18,8,1,0.39273347829079,-1.29545588352617,Not sig
BraA02000333,121,175,153,158,217,117,0.692597469964177,-0.131942870598093,Not sig
BraA02000334,57,40,54,68,59,85,0.101540788135225,-0.48951571523812,Not sig
BraA02000337,958,777,551,856,1805,954,0.277282697275035,-0.661170243624002,Not sig
BraA02000340,51,16,28,45,92,51,0.168529777617771,-0.984733243346689,Not sig
BraA02000341,3028,2567,3127,2235.31,3541,3274.58,0.81844732001578,-0.0534006730972839,Not sig
BraA02000343,305,315,331,303,328,335,0.706693499076857,-0.0225778479752097,Not sig
BraA02000344,565,531,717,348,423,319,0.0326317133076792,0.734050790079869,Not sig
BraA02000345,415,326,441.2,314.29,537,409.88,0.742823658201503,-0.0932886318254084,Not sig
BraA02000346,19,27,7,14,23,11,0.821685650897921,0.142957953842043,Not sig
BraA02000348,5,8,7,8,18,18,0.130548436893053,-1.13750352374993,Not sig
BraA02000349,1,1,1,0.005,2,5,0.454837455842524,-1.22342254993494,Not sig
BraA02000350,126,136,156,137,154,264,0.37014523380472,-0.408984829156585,Not sig
BraA02000351,1,1,0.005,3,2,4,0.0357725817184806,-2.16632276476212,Down
BraA02000353,98,85,111,72,108,86,0.512924533427751,0.144389909335175,Not sig
BraA02000355,5,8,4,4,4,0.005,0.170690461143669,1.08656143850881,Not sig
BraA02000356,9,13,16,15,10,90,0.42583531351988,-1.59756253750079,Not sig
BraA02000357,115,75,120,106,108,176,0.390321139202736,-0.331205908475373,Not sig
BraA02000358,48,57,61,28,7,17,0.0096418653252968,1.67459971320583,Up
BraA02000359,11,10,15,16,10,32,0.380723686054699,-0.68805599368526,Not sig
BraA02000360,42,31,17,56,45,253,0.322229830513466,-1.97575245375332,Not sig
BraA02000361,210,84,16,68,60,152,0.885751196577835,0.146841388329271,Not sig
BraA02000362,29,21,67,33,44,58,0.731652186011056,-0.206450877467426,Not sig
BraA02000363,0.005,5,3,1,3,2,0.701472038971528,0.415938902020376,Not sig
BraA02000364,713,714,665,721,797,603,0.882439285307716,-0.0198617692836136,Not sig
BraA02000366,448,412,493,320,436,634,0.906981305767585,-0.0389230436343326,Not sig
BraA02000367,27,30,12,25,34,63,0.262876330050372,-0.822212880784717,Not sig
BraA02000369,52,23,56,34,89,146,0.288623479948291,-1.03803936101917,Not sig
BraA02000370,1.04,0.005,2.05,2.05,2.04,0.005,0.730381951658136,-0.403924042426744,Not sig
BraA02000371,407.31,264.35,279.99,458.87,547.96,417.22,0.0586010894410919,-0.581496823309081,Not sig
BraA02000372,880.65,1210.65,1029.96,1346.08,1549,1049.78,0.199723576091039,-0.337845562710333,Not sig
BraA02000373,57,93,53,77,63,68,0.910386218079294,-0.0351038009559158,Not sig
BraA02000374,203,131,192,153,180,247,0.642788011971499,-0.140990100722632,Not sig
BraA02000375,87,161,96,125,177,50,0.95468661250832,-0.0331668639351991,Not sig
BraA02000376,44,46,36,39,38,41,0.478888421164428,0.0946368741380753,Not sig
BraA02000377,588,406,528,476,513,725,0.538774604969739,-0.171398750608954,Not sig
BraA02000378,571,801,560,943,821,1213,0.0761291846068928,-0.623764127402263,Not sig
BraA02000379,142,101,175,104,128,119,0.409798252609986,0.252031911776322,Not sig
BraA02000381,0.005,1,1,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA02000382,92,78,91,25,107,30,0.339173194299208,0.68805599368526,Not sig
BraA02000383,107,75,52,54,141.27,76,0.710309757795408,-0.213220977654914,Not sig
BraA02000384,48,22,37,27,30,39,0.691629526810341,0.156504485679991,Not sig
BraA02000385,9,6,20,6,5,3,0.238784706822629,1.32192809488736,Not sig
BraA02000386,292,285,370,300,225,206,0.143121278996982,0.373493019515948,Not sig
BraA02000387,1,0.005,1,0.005,2,3,0.377757923528735,-1.31976783238107,Not sig
BraA02000388,7,3,1,7,1,45,0.416678114278831,-2.2684888359259,Not sig
BraA02000389,105,71,95,83,87,134,0.60373889118581,-0.165778472089714,Not sig
BraA02000390,68,67,79,47,42,61,0.0428438736474403,0.512648295905266,Not sig
BraA02000391,22,15,35,57,16,58,0.291006557454419,-0.863498000095138,Not sig
BraA02000392,42,36,45,62,27,71,0.45645523587053,-0.379413589548123,Not sig
BraA02000393,823,726,906,789,900,961,0.420039688857559,-0.110269335135868,Not sig
BraA02000395,68,67,60.01,71,88,112,0.16203396506777,-0.47474474514016,Not sig
BraA02000396,37,20,24,32,19,43,0.644018097865125,-0.214738848793013,Not sig
BraA02000397,77,92,101,78,66,49,0.0810863087629875,0.484358559782751,Not sig
BraA02000398,1,25,3,1,0.005,0.005,0.348753725393169,4.8436257021505,Not sig
BraA02000399,1,0.005,1,0.005,4,0.005,0.669670880709449,-1,Not sig
BraA02000401,5,0.005,4,6,6,10,0.100584672945584,-1.28870534250575,Not sig
BraA02000403,1,0.005,1,0.005,1,0.005,0.518518518518518,0.989246943703126,Not sig
BraA02000405,328,257,358,172,203,73,0.0317714982254517,1.07375903861749,Up
BraA02000406,14,11,14,5,1,7,0.0210902045443108,1.58496250072116,Up
BraA02000408,17,12,21,11,12,26,0.955386219672689,0.0291463456595168,Not sig
BraA02000409,0.005,1.3,0.005,4.99,0.84,0.15,0.413685431481292,-2.19057867266065,Not sig
BraA02000410,241,214.89,290,192,240,153,0.185190671094173,0.350526260267328,Not sig
BraA02000411,616,535.51,700.15,453.34,518.79,413.66,0.0613993338231754,0.418110565906408,Not sig
BraA02000412,2,3,12,5,2,10,1,0,Not sig
BraA02000414,49,33,66,71,68,96,0.0902364085911098,-0.66706358093605,Not sig
BraA02000415,30,9,22,16,40,40,0.315246283536667,-0.65422516315827,Not sig
BraA02000418,17,29,39,15,38,24,0.787073272389271,0.1426043954428,Not sig
BraA02000422,123,97,72,97,158,135,0.232396871918687,-0.417505754869593,Not sig
BraA02000424,1,0.005,2,0.005,0.005,2,0.725680205813053,0.580169489532257,Not sig
BraA02000425,0.005,0.005,1,1,1,0.005,0.518518518518518,-0.989246943703125,Not sig
BraA02000427,38,34.38,41,26,29,15.64,0.053618054586198,0.68260892617096,Not sig
BraA02000428,18,2,15,10,15,34,0.42182687095783,-0.753360032416875,Not sig
BraA02000429,8,12,2,9,3,13,0.819717679740901,-0.184424571137428,Not sig
BraA02000431,240,213,152,194,358,122,0.781100099037967,-0.155813449019902,Not sig
BraA02000433,0.005,0.005,0.005,1,0.005,1,0.183503419072274,-7.06249592573376,Not sig
BraA02000434,60,54,36,61,53,67,0.29642361649446,-0.271027196587324,Not sig
BraA02000435,0.005,1,4,2,4,2,0.517907212769125,-0.676629930938731,Not sig
BraA02000436,91,101,86,112,138,90,0.271673444456602,-0.290449863414194,Not sig
BraA02000437,486,315,612,276,203,469,0.256496347558715,0.57580250143568,Not sig
BraA02000438,1239,1182,1304,1207,1174,987,0.220418359062168,0.14534828717049,Not sig
BraA02000439,2,3,7,0.005,4,0.005,0.260266542618303,1.58136026404096,Not sig
BraA02000441,7,5,21,4,7,5,0.377205687933698,1.04439411935845,Not sig
BraA02000442,55,17,86,16,24.81,29,0.276756261927946,1.17841894182532,Not sig
BraA02000443,120,122,130,98,110,114,0.0526904396616246,0.208241932993414,Not sig
BraA02000445,36,39.4,46.38,37,46,147,0.413982058032868,-0.917356643114523,Not sig
BraA02000446,56,43,72,33,55,65,0.659999185681585,0.160464672193246,Not sig
BraA02000449,243,243,253,270,256,230,0.681900683246994,-0.0328118700749216,Not sig
BraA02000450,79,71,98,56,107,109,0.705239146153892,-0.133266530863464,Not sig
BraA02000451,4,1,0.005,0.005,0.005,0.005,0.300231439459847,8.38226375811484,Not sig
BraA02000452,82,80,43,35,96,38,0.641714142398562,0.278600663223261,Not sig
BraA02000453,2,1,3,5,2,12,0.279299418660892,-1.66296501272243,Not sig
BraA02000454,65.5,82,90,67,91.18,72,0.824580687880743,0.0451650281676986,Not sig
BraA02000455,7,7,8,1,10,11,1,0,Not sig
BraA02000456,286,325,299,348,353,344,0.0529659336170266,-0.199564491882187,Not sig
BraA02000459,0.005,0.005,0.005,2,1,0.005,0.225662696077777,-7.64625867999003,Not sig
BraA02000460,84,99,160,33,30,21,0.0622330475077285,2.02974734339405,Not sig
BraA02000461,113.93,161.68,204.78,87,121,54.9,0.0955432130749363,0.869691977654269,Not sig
BraA02000462,45,29,106,22,42,3,0.247316446835498,1.4257639058719,Not sig
BraA02000463,2,4,7,2,4,5,0.718881733430945,0.241008099503795,Not sig
BraA02000464,3.07,12.32,8.22,2,9,1.1,0.353931889394229,0.964390994066686,Not sig
BraA02000467,40,23,26,31,33,30,0.782007852727885,-0.0788554207112395,Not sig
BraA02000468,370,283,447,326,306,247,0.260197539420535,0.323568453268618,Not sig
BraA02000469,22,5,9,6,6,8,0.407998047348343,0.84799690655495,Not sig
BraA02000470,2,1,1,1,1,0.005,0.230202552696827,0.996397763319804,Not sig
BraA02000471,121,142,147,159,179,66,0.96000210488779,0.0212686167536513,Not sig
BraA02000472,0.005,0.005,0.005,0.005,1,1,0.183503419072274,-7.06249592573376,Not sig
BraA02000473,2,2,2,1,5,0.005,0.999227932265979,-0.00120174520975309,Not sig
BraA02000474,4,0.005,4,0.005,0.005,1,0.21750997154522,2.98654610976446,Not sig
BraA02000476,0.005,4,2,2,1,0.005,0.495500620414831,0.998799254994449,Not sig
BraA02000477,1,0.005,5,5,5,9,0.100639702795003,-1.66176326751268,Not sig
BraA02000478,245,203,234,197,217,261,0.923785150166913,0.0148842370859792,Not sig
BraA02000479,5,9,2,4,1,10,0.925464082348081,0.0931094043914815,Not sig
BraA02000480,14,28.31,42.16,36.59,26.65,25,0.897357808266019,-0.0629937399017749,Not sig
BraA02000481,410,403.69,410.84,327.41,350.35,199,0.132596948090046,0.481974233672728,Not sig
BraA02000482,10,9,13,14,9,4,0.635120767508167,0.245112497836531,Not sig
BraA02000483,449,457,689,498,457,235,0.299900676166723,0.422594850456926,Not sig
BraA02000484,1,1,2,0.005,0.005,8,0.666716840324286,-1.00180224263399,Not sig
BraA02000485,10,10,12,8,13,10,0.849033769794914,0.0458036896131248,Not sig
BraA02000487,203,252,275,191,242,184,0.251433024846735,0.242625974617962,Not sig
BraA02000488,1,1,0.005,0.005,0.005,2,0.998354115264088,-0.00359326472400838,Not sig
BraA02000489,34,22,36,21,20,56,0.904682276946031,-0.0763508861301149,Not sig
BraA02000490,12,13,22,14,20,29,0.383692890004849,-0.422691071822279,Not sig
BraA02000491,8,13,5,4,17,113,0.404876008677613,-2.36564947231668,Not sig
BraA02000492,111,71,35,67,90,88,0.719424611633238,-0.175086706558091,Not sig
BraA02000494,1369,1065,1584,921.98,1417,1312,0.59637776779909,0.138193798333151,Not sig
BraA02000495,608,612,879,488,586,352,0.121985466141769,0.557728184848266,Not sig
BraA02000496,108.99,146,134,121,129,115,0.549160855901125,0.0918366034659885,Not sig
BraA02000497,8,18,11,14,29,27,0.131990743630623,-0.919829651316017,Not sig
BraA02000498,34,22,16,33,28,63,0.252035353353235,-0.784271308944563,Not sig
BraA02000499,16,13,22,15,16,20,1,0,Not sig
BraA02000501,632,186,263,423,605,662,0.281949998304186,-0.644656723434897,Not sig
BraA02000502,59,44,56,53,75,60,0.297430164317801,-0.241705896393282,Not sig
BraA02000503,0.005,0.005,1,2,3,4,0.0249588563107684,-3.15556970846524,Down
BraA02000504,326,302,396,235,294,128,0.111703128620095,0.64025043967767,Not sig
BraA02000505,18,24,18,16,22,17,0.574480454420348,0.125530882083859,Not sig
BraA02000507,450,464,718,337,324,241,0.0951318600811077,0.855441718716115,Not sig
BraA02000508,0.005,6,2,1,1,3,0.637635072011689,0.67897330785417,Not sig
BraA02000509,5,6,4,6,1,10,0.824054609051094,-0.180572245641821,Not sig
BraA02000510,768.71,751,880.98,747.93,910.98,474.99,0.563650904671929,0.169956551670723,Not sig
BraA02000511,8,1,0.005,1,4,6,0.832793685855374,-0.288705342505746,Not sig
BraA02000512,0.005,0.005,0.005,0.005,1,9,0.362672325087269,-9.38154295118458,Not sig
BraA02000513,26,28,30,28,3,25,0.357738736483016,0.584962500721156,Not sig
BraA02000517,0.005,1,1,1,0.005,1,1,0,Not sig
BraA02000519,739,995,1119,796,817,527,0.180499869998574,0.41486895029321,Not sig
BraA02000520,4,0.005,7,3,1,6,0.900235114272686,0.13815914522947,Not sig
BraA02000521,13,17,16,9,20,13,0.727766611748337,0.131244533278253,Not sig
BraA02000522,54,43,26,41,84,103,0.187403471190203,-0.890375508825502,Not sig
BraA02000523,39,20,30,35,23,81,0.449466352740457,-0.64320764175711,Not sig
BraA02000524,356,209,352,342,307,516,0.367885351466756,-0.345336315946588,Not sig
BraA02000525,302,182,278,303,247,521,0.34806110917878,-0.491095577256934,Not sig
BraA02000528,14.5,5,13.5,6.5,10.5,20.5,0.786252731576139,-0.184424571137427,Not sig
BraA02000529,115,101,121,87,138,187,0.479566012155726,-0.28989574600136,Not sig
BraA02000530,1338.47,1064.91,1139.86,1068.21,1309.3,2557.43,0.421286125187936,-0.477963355049627,Not sig
BraA02000531,19,14,17,14,20,12,0.664749216430239,0.120294233717712,Not sig
BraA02000532,514,564,537,528,580,491,0.867935029967987,0.0143642261009552,Not sig
BraA02000533,479,521,422,438,684,221,0.863776889915899,0.082462160191973,Not sig
BraA02000534,55,50,66,64,90,74,0.113608934823119,-0.415037499278844,Not sig
BraA02000535,50,67,86,52,69,41,0.362341921448611,0.325485914300552,Not sig
BraA02000541,645,700,961,700,652,366,0.241911981510366,0.424662476513308,Not sig
BraA02000542,250,193,299,190,282,205,0.631988438681326,0.132263353045807,Not sig
BraA02000543,36,13,31,22,38,35,0.592936633678341,-0.247927513443586,Not sig
BraA02000545,48,20,31,30,36,50,0.606405134405246,-0.228624375047962,Not sig
BraA02000546,83,40,64,110,120,309.07,0.208355883165619,-1.52743435369182,Not sig
BraA02000547,1,0.005,0.005,3,0.005,1,0.378566668196023,-1.98744694965692,Not sig
BraA02000549,419,258,466,331,499,525,0.464826675300021,-0.245467448026756,Not sig
BraA02000550,7,2,13,7,3,8,0.731614625162213,0.289506617194985,Not sig
BraA02000551,73,55,71,71,96,124,0.173360725541037,-0.548250722364635,Not sig
BraA02000552,8,3,12,23,18,11,0.0955658849348368,-1.17687776208408,Not sig
BraA02000553,197,153,223,175,227,187,0.846818802110772,-0.0397324950735559,Not sig
BraA02000554,17,9,15,10,3,9,0.123684314898839,0.898120385980786,Not sig
BraA02000555,22,25,21,8,22,11,0.161069794505863,0.729910836632256,Not sig
BraA02000557,250,214,320,189,219,156,0.128408684533371,0.475158491716415,Not sig
BraA02000559,0.005,0.005,0.005,9,2,1,0.253325699977206,-9.64385618977473,Not sig
BraA02000565,0.005,0.31,0.08,0.005,0.005,0.43,0.934130291607251,-0.155650870460195,Not sig
BraA02000567,152,121,146,121,116,189,0.933301143738179,-0.0239031865264867,Not sig
BraA02000568,450,305,453,313,375,574,0.85717748427957,-0.0630914556574701,Not sig
BraA02000569,0.005,1,3,0.005,4,0.005,0.999224274289821,-0.00179999404621015,Not sig
BraA02000571,0.005,0.005,1,1,1,0.005,0.518518518518518,-0.989246943703125,Not sig
BraA02000572,25,18,54,11,12,36,0.412204380947092,0.717269792825286,Not sig
BraA02000573,0.005,0.005,2,12,2,357,0.40244340114005,-7.5280798752166,Not sig
BraA02000575,148,129,96,98,207,105,0.770930530492811,-0.136448279250208,Not sig
BraA02000576,8,11,18,12,20,6,0.950544882462015,-0.0384741478146355,Not sig
BraA02000580,30,8,17,23,22,27,0.470926230602091,-0.388565287917653,Not sig
BraA02000581,2,2,8,0.005,6,3,0.72537413182586,0.414236224589605,Not sig
BraA02000582,2,5,4,4,2,2,0.420396020146228,0.459431618637297,Not sig
BraA02000583,7,3,2,1,2,7,0.795737089274114,0.263034405833794,Not sig
BraA02000585,107,145,97,73,163,81,0.762887337508935,0.138744196070245,Not sig
BraA02000588,92,56,112,96,104,116,0.375667736327414,-0.281412935148648,Not sig
BraA02000589,3,0.005,1,1,1,2,0.998716325057259,0.00180224263398538,Not sig
BraA02000592,23,4,6,17,11,25.63,0.409318592060519,-0.700574228890422,Not sig
BraA02000594,7,0.005,0.005,3,1,3.37,0.964652203046685,-0.0722501750844465,Not sig
BraA02000596,74,64,73,66,73,80,0.632860414779826,-0.0536878708939884,Not sig
BraA02000597,470,527,607,528,475,509,0.531399446605966,0.0852160022338475,Not sig
BraA02000600,41,26,40,29,60,60,0.311859209773007,-0.477701534061015,Not sig
BraA02000602,129,72,156,98,52,90,0.260195073323154,0.572889668420581,Not sig
BraA02000603,1,1,1,0.005,0.005,2,0.668897246961136,0.577766999316952,Not sig
BraA02000605,188,167,271,218,194,109,0.487789611585504,0.26487928465411,Not sig
BraA02000606,1,3,5,1,3,4,0.830537215195554,0.169925001442312,Not sig
BraA02000607,228,214.82,243.67,250,267.62,231,0.202679483039598,-0.124994886542642,Not sig
BraA02000608,3,8.5,3,9,5.5,5,0.50022557552903,-0.427421223734676,Not sig
BraA02000609,0.005,10.18,1.33,0.005,9.38,0.005,0.881729938895872,0.294317348139071,Not sig
BraA02000610,3,8.5,3,9,5.5,5,0.50022557552903,-0.427421223734676,Not sig
BraA02000611,0.005,0.005,0.005,1,0.005,1,0.183503419072274,-7.06249592573376,Not sig
BraA02000612,43,49,48,47,73,94,0.209461755560128,-0.612183969456181,Not sig
BraA02000613,163,126,146,129,158,211,0.487190470910019,-0.19513034133199,Not sig
BraA02000614,94,179,83,154,196,300,0.146228955737039,-0.868562476949419,Not sig
BraA02000616,5,0.005,2,1,0.005,5,0.881951672294871,0.222220804725184,Not sig
BraA02000617,12,28,9,27,41,29,0.100546950766749,-0.985202998071919,Not sig
BraA02000618,0.005,1,9,6,7,69,0.368372742736106,-3.03490274248707,Not sig
BraA02000619,431,347,491,375,451,403,0.796061121640523,0.0462071534684443,Not sig
BraA02000620,26,28,20,25,37,66,0.275310898953334,-0.79054663437105,Not sig
BraA02000621,287,272,253,255,374,190,0.969670076751967,-0.0123837244558324,Not sig
BraA02000622,16,9,19,3,5,2,0.0521527754074279,2.13750352374993,Not sig
BraA02000625,32,13,30,21,44,37,0.379034787842405,-0.443606651475615,Not sig
BraA02000626,538,501,660,438,467,382,0.0847278076251331,0.400673798963519,Not sig
BraA02000627,162,132,143,132,163,240,0.418147866767837,-0.291905611787911,Not sig
BraA02000628,266,283,195,186,262,426,0.613572277800659,-0.232330658392567,Not sig
BraA02000631,3,4,7,17,16,38,0.114069675504104,-2.34239219744708,Not sig
BraA02000632,4,3,1,4,1,12,0.460335102084846,-1.08746284125034,Not sig
BraA02000635,46.61,35.39,52.82,52.67,58.93,94.64,0.202371290329637,-0.613289638460588,Not sig
BraA02000636,7.5,5,4.5,12,8,7.5,0.119888602764525,-0.69389687227432,Not sig
BraA02000637,22,105,3,204,212,381,0.0411542741954959,-2.61606810096202,Down
BraA02000640,593,363,644,394,502,944,0.700936831769868,-0.201633861169651,Not sig
BraA02000641,4,3,1,2,5,2,0.815084779346342,-0.169925001442312,Not sig
BraA02000642,10,8,5,5,3,29,0.634522611915991,-0.685891409571937,Not sig
BraA02000643,12,7,11,25,18,30,0.0380491069109511,-1.2829339632715,Down
BraA02000644,85,74,102,100,87,90,0.598359636320499,-0.0858361694793037,Not sig
BraA02000646,889,820,1049,690,673,643,0.0608055363021123,0.4593008509018,Not sig
