,TH-1,TH-2,TH-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraSca000922,6,29,4,8,3,1,0.379262104546837,1.70043971814109,Not sig
BraSca000926,75,49,60,59,62,101,0.470963524070328,-0.270853910293093,Not sig
BraSca000928,65,67,33,43,47,34,0.34161157460632,0.41212590385894,Not sig
BraSca000934,47.9,30.93,52.93,0.005,83.17,36.96,0.889185277701046,0.133255934693428,Not sig
BraSca000938,0.005,0.005,0.005,4,1,26,0.320293550810935,-11.0130899994404,Not sig
BraSca000939,411,462,424,623,397,225,0.89473983354085,0.0590327372962562,Not sig
BraSca000941,0.005,1,10,10,11,3,0.348466094781798,-1.12487526060432,Not sig
BraSca000942,411,341.97,376,349.96,491.85,364.03,0.642383299293194,-0.0950313421750098,Not sig
BraSca000943,43.14,22.31,49.65,34.36,53.1,61.12,0.384582463121063,-0.368352097731345,Not sig
BraSca000949,8.73,1,13.92,3.84,10,4,0.679980300562873,0.406724568306453,Not sig
BraSca000950,0.005,0.005,0.005,1.53,0.005,1.22,0.188679505927667,-7.52094600785,Not sig
BraSca000951,2,1,0.005,1,1,2,0.650393544294151,-0.412635009063539,Not sig
BraSca000952,220,124,224,220,191,318,0.348783434065832,-0.360027884822255,Not sig
BraSca000953,5,7,1,6,12,4,0.375965257626004,-0.758991900496205,Not sig
BraSca000956,12,20,13,11,14,6,0.245870293961101,0.537656785942799,Not sig
BraSca000957,69.5,74.5,82,36,66.5,81.5,0.40723502453308,0.296617006358175,Not sig
BraSca000959,60,33,58,46,71,165,0.351131660394786,-0.901146613073714,Not sig
BraSca000960,8,10,4,9,7,4,0.785501533113191,0.137503523749935,Not sig
BraSca000962,24,14,12,25,14,38,0.334186040494812,-0.622930350920177,Not sig
BraSca000969,11.13,5.09,5.15,13,10,2,0.771867919638962,-0.226341186889638,Not sig
BraSca000972,14,8,13,12,42,20,0.282374963803804,-1.08017034868398,Not sig
BraSca000975,4399,5333,6195,5754,4842,2562,0.454420043107389,0.275534329450138,Not sig
BraSca000976,87,36,36,51.5,80,78.5,0.442770993521079,-0.401362562381767,Not sig
BraSca000980,82,50,117,70,118,81,0.797511573245819,-0.111460430488543,Not sig
BraSca000981,243,240,224,252,271,327,0.161546885753193,-0.265752626215665,Not sig
BraSca000982,6,1,2,0.005,1,0.005,0.219683645124865,3.15556970846524,Not sig
BraSca000983,32,18,7,16,17,30,0.828125779464065,-0.144389909335175,Not sig
BraSca000984,31,21,13,25,20,136,0.414815850998162,-1.47747807405475,Not sig
BraSca000988,3.5,5,2,5,4,3.5,0.542407206592415,-0.251538766995964,Not sig
BraSca000989,188,155.5,190,252.5,205,244,0.041804057431912,-0.394954832795474,Not sig
BraSca000990,847.96,1075.51,445,2310.43,2342.87,1936.98,0.00476031562134542,-1.47638436377572,Down
BraSca000994,552.5,361,700,396.5,661.5,317.5,0.608731834898635,0.230237438170732,Not sig
BraSca000996,0.5,4.5,6,4,5.5,4,0.668508313023267,-0.295455883526171,Not sig
BraSca000997,13,19.5,15.5,9,19.5,31,0.613688147250468,-0.309855262586787,Not sig
BraSca001000,23,38,19,29,23,57,0.476346716905447,-0.446256229889564,Not sig
BraSca001003,401,428,519.78,378,368,359,0.149341480700822,0.287608679342101,Not sig
BraSca001004,4,2,1,2,0.005,5,0.999273446901229,-0.00103012859848919,Not sig
BraSca001011,602,415,603,392.5,558.5,543.5,0.637292484075,0.116330916093892,Not sig
BraSca001012,41.5,14.5,41.5,24,44.5,33.5,0.896995793914041,-0.0650950282218848,Not sig
BraSca001014,74,33,48,56,77,106,0.2131483381201,-0.624742402706511,Not sig
BraSca001016,113,55,67,66,102,119,0.503829653378422,-0.288389980110688,Not sig
BraSca001018,289,280,289,253,326,294,0.835788962384654,-0.0250040061298945,Not sig
BraSca001020,63,24,19.27,59,56,76,0.167318078618542,-0.845838256441298,Not sig
BraSca001021,16.5,21,21.5,12,19,18,0.290887054052886,0.267933205246633,Not sig
BraSca001023,2.5,0.5,4,0.005,3.5,6.5,0.669942464583342,-0.515294340073412,Not sig
BraSca001026,147,174,185,176,204,165,0.46711163750925,-0.107118844969978,Not sig
BraSca001028,0.005,0.5,0.5,0.005,0.005,0.005,0.183503419072274,6.06608919045777,Not sig
BraSca001031,442,419,379,404,440,318,0.567921795543039,0.0937300518697087,Not sig
BraSca001032,8,4,19,20,14,27,0.164748753634784,-0.976541027176011,Not sig
BraSca001033,41,38.26,66,57,71,52,0.341602324755871,-0.309359421384307,Not sig
BraSca001034,1128,806,1265,796,1113,1240,0.934172185358146,0.0227272349802639,Not sig
BraSca001040,30.5,38,40.5,39.5,30,43.5,0.804093570744216,-0.0519946376382611,Not sig
BraSca001043,2,3.5,1.5,4,2.5,4.5,0.191744357341423,-0.652076696579693,Not sig
BraSca001044,264,219,283,330.06,294,334,0.0568218349924701,-0.322771617664946,Not sig
BraSca001046,5.9,2.84,19.41,2.94,14.35,3.07,0.704827995429097,0.467397360891897,Not sig
BraSca001050,6,5,59,7,0.005,6,0.398458667267754,2.4282885227767,Not sig
BraSca001052,33,22,31,37,50,44,0.0418222088920125,-0.607158246835352,Not sig
BraSca001053,170.08,137.39,143.81,157.42,134.92,238.19,0.493854046317009,-0.23341149179433,Not sig
BraSca001057,2,5,7,6,1,6,0.887594356344216,0.106915203916512,Not sig
BraSca001059,9.31,0.005,9.83,5.16,6.49,7,0.963768010928056,0.0377920297075607,Not sig
BraSca001061,2,0.005,0.005,6,3,6,0.0286507940469616,-2.89969509420431,Down
BraSca001062,1.5,0.005,1,0.005,0.005,0.5,0.266266802361605,2.29624145122371,Not sig
BraSca001063,403,513,440,607,524,264,0.913776092271271,-0.040907943580206,Not sig
BraSca001066,89.1,67.54,79.64,85.21,110.86,61.1,0.68950081289092,-0.122224838751315,Not sig
BraSca001067,30,26,37,34,39,54.33,0.19545913230174,-0.453269748826334,Not sig
BraSca001074,0.005,1.5,0.5,4,0.5,4,0.196502090592785,-2.08386060457014,Not sig
BraSca001079,14,7,9,9,15,25,0.309972502355827,-0.70781924850669,Not sig
BraSca001080,31,27,26,12,16,39,0.571954729363501,0.326228232320988,Not sig
BraSca001086,4,7.82,0.005,6.56,0.005,5,0.978358342701267,0.0320749175905673,Not sig
BraSca001089,31.33,20.33,19.67,20.33,27.67,15.33,0.635784304252767,0.171619894155106,Not sig
BraSca001090,29,36,27.5,40,33,36,0.176630207529079,-0.236802864260614,Not sig
BraSca001091,10.5,11.5,10,13,16.5,13.5,0.062799120564635,-0.426264754702098,Not sig
BraSca001092,45,16,19,33,58,65,0.131510992158086,-0.963474123974886,Not sig
BraSca001093,185.5,4.5,1.5,20,19.5,17.5,0.537904495076753,1.74831056776022,Not sig
BraSca001094,128.48,49.43,0.005,81.22,20.07,119.75,0.777465658587609,-0.313119318022015,Not sig
BraSca001099,72,49,72,64,78,89,0.295979283917642,-0.259292004147977,Not sig
BraSca001108,6.33,7.94,0.005,2.44,9.32,8.07,0.596126917367111,-0.474193931978643,Not sig
BraSca001113,0.005,6.43,1,1,0.005,0.005,0.395924313537757,2.87997744930062,Not sig
BraSca001123,0.005,1.37,1.13,0.005,3.41,1.5,0.513195480017773,-0.972380813145372,Not sig
BraSca001130,218,149,252,165,233,130,0.517681639653848,0.229401479855811,Not sig
BraSca001131,11,2.5,3.5,21,13,4.5,0.277221453706138,-1.17932369944456,Not sig
BraSca001139,8,0.005,3,3,0.005,8,1,0,Not sig
BraSca001140,0.005,0.005,0.005,0.005,0.33,0.67,0.227775218909156,-6.06608919045777,Not sig
BraSca001141,23.5,35,11,52,68.5,30,0.122520167969544,-1.11467860403619,Not sig
BraSca001142,58.43,50.45,71.1,122.83,121.21,148.53,0.00417403297450797,-1.12511332879449,Down
BraSca001149,2.04,0.005,10,0.005,0.005,1,0.350869355119219,3.57600719548668,Not sig
BraSca001153,1,0.005,0.005,1,0.5,2.5,0.239189970141138,-1.98564470702293,Not sig
BraSca001154,1,0.005,1,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraSca001168,175,159.33,183.33,155.33,201.13,194.33,0.538793938777394,-0.0894975222025362,Not sig
BraSca001173,156,135.97,174.06,109.97,162,103.57,0.248873694248352,0.311456247137631,Not sig
BraSca001174,35,18,28,27,22,25,0.688618822684828,0.130396637255675,Not sig
BraSca001179,0.005,1.61,1.62,0.005,0.005,0.005,0.183507356471848,7.75265940127135,Not sig
BraSca001186,21.86,3,19,8,17,3,0.505616367639669,0.647478984841265,Not sig
BraSca001188,221.33,189.33,187.33,249.67,272.33,315,0.0330457532127008,-0.48510626388909,Not sig
BraSca001194,0.005,2.57,2.21,2.28,2.29,0.005,0.952525138783642,0.0647471813146209,Not sig
BraSca001203,115.14,87.39,198.25,57.76,46.9,87.53,0.161805132474992,1.06027724398444,Not sig
BraSca001215,0.005,1,4,0.005,0.005,0.005,0.300231439459847,8.38226375811484,Not sig
BraSca001230,2,4,3,1,1,13,0.667976319727098,-0.736965594166206,Not sig
BraSca001232,0.005,0.005,6,1.38,7.89,7.01,0.296719954241147,-1.43766380355506,Not sig
BraSca001238,3,2,4,1,1,2,0.0824417371617475,1.16992500144231,Not sig
BraSca001239,0.005,0.005,3,0.005,1,1,0.775431569485555,0.586161250304782,Not sig
BraSca001243,0.005,0.35,0.005,0.31,0.005,1.11,0.397809259976111,-1.98489310760979,Not sig
BraSca001256,14.75,4.51,13.36,4.27,3.97,7.87,0.22200504836589,1.01780028800532,Not sig
BraSca001260,45.78,129.95,69.6,88.15,201.37,68.3,0.49061607382879,-0.544510364082906,Not sig
BraSca001279,7,5,4,2,1,2,0.0398715691518233,1.67807190511264,Up
XLOC_000004,37,17,15,17,0.005,0.005,0.130380639478676,2.02021322088951,Not sig
XLOC_000017,140.36,125.8,137.46,94.53,207.55,264.89,0.390247210804378,-0.490274736074031,Not sig
XLOC_000051,6,2,6,8,3,14,0.373843611627332,-0.836501267717121,Not sig
XLOC_000097,989,531,1270,620,682,693,0.343353529115882,0.483876375606842,Not sig
XLOC_000106,95,87,115,96,125,103,0.497375946735314,-0.125530882083859,Not sig
XLOC_000120,8,5,8,2,4,7,0.213907748981501,0.691877704637668,Not sig
XLOC_000124,557,561,506,282,431,556,0.271362699785809,0.35585956334407,Not sig
XLOC_000163,2,1,0.005,0.005,0.005,2,0.725680205813053,0.580169489532257,Not sig
XLOC_000198,55,90,68,72,81,91,0.437203488661955,-0.196027717337048,Not sig
XLOC_000204,1,2,2,1,2,0.005,0.386975802766478,0.734563103950902,Not sig
XLOC_000208,15,12,18,34,19,22,0.149402217430981,-0.736965594166206,Not sig
XLOC_000358,8.91,32.01,16.57,13.25,16.32,11.58,0.508875529996949,0.482418600104516,Not sig
XLOC_000372,2,3,7.2,0.005,0.005,0.005,0.125515510984458,9.66770293172909,Not sig
XLOC_000437,439,950,1136,407,334,683,0.215423678780984,0.826334241560121,Not sig
XLOC_000439,15,14,22,17,33,29,0.183321763292103,-0.631355406205607,Not sig
XLOC_000804,98,30,54,51,60,131,0.569862697572601,-0.411068597075898,Not sig
XLOC_000805,34,45,52,40,41,41,0.624918412054635,0.102685663974564,Not sig
XLOC_000807,9,11,3,10,3,2,0.486325336112136,0.616671360448494,Not sig
XLOC_000830,5,4,3,1,0.005,2,0.021264168741125,1.9975975097847,Up
XLOC_000888,30,23,8,35,80,199,0.225353792060769,-2.36388341132874,Not sig
XLOC_000950,3,6,0.005,13,12,22,0.0377428035551191,-2.38386257554609,Down
XLOC_000963,62.87,197.17,90.26,49.46,14.16,21.8,0.156940584395275,2.03594518504728,Not sig
XLOC_000998,19,14,17,14,15,13,0.199843956302424,0.251538766995964,Not sig
XLOC_001019,64,75,53,77,56,20,0.52631362085262,0.327574658028504,Not sig
XLOC_001024,15,12,7,10,30,17,0.322290667778088,-0.745427172914402,Not sig
XLOC_001025,9,13,3.97,3,20.86,9,0.721920391442011,-0.339486466271667,Not sig
XLOC_001109,18,12,4,17,20,3,0.778673963426116,-0.234465253637023,Not sig
XLOC_001265,18,40,23,23,28,28,0.930597740631974,0.036069254707522,Not sig
XLOC_001269,0.005,3,1,9,10,8,0.00328403913175477,-2.75308525952948,Down
XLOC_001318,161,159,190,184,134,136,0.395705388010803,0.167804949567943,Not sig
XLOC_001434,1,2,2,1,0.005,4,0.999039703025559,-0.00144197417390627,Not sig
XLOC_001435,31,20,19,17,27,14,0.507175931997243,0.271302021817394,Not sig
XLOC_001437,5,2,8,3,1,8,0.731226811084284,0.321928094887362,Not sig
XLOC_001533,1,0.005,1,1,0.005,0.005,0.518518518518518,0.989246943703126,Not sig
XLOC_001554,9,1,5,7,4,4,1,0,Not sig
XLOC_001555,1,3,1,1,1,8,0.554346787618454,-1,Not sig
XLOC_001556,0.005,2,25,0.005,35,1,0.842237562578353,-0.414970718662687,Not sig
XLOC_001557,1,4,4,3,3,18,0.423577124260479,-1.41503749927884,Not sig
XLOC_001568,17,4,5,19,10,65,0.313427226755289,-1.85414913353655,Not sig
XLOC_001578,2,1,1,0.005,0.005,0.005,0.0575857681940916,8.05889368905357,Not sig
XLOC_001666,0.005,1,1,5,1,5,0.146704966643812,-2.4558293819571,Not sig
XLOC_001704,14,14,27,23,30,26,0.198330857083755,-0.522421034652443,Not sig
XLOC_001718,3.45,9.49,4.12,0.005,0.005,6.26,0.272921173997253,1.44408029851625,Not sig
XLOC_001771,25,25,48,27,24,21,0.375945598438439,0.444784842672896,Not sig
XLOC_001785,49,28,53,26,28,21,0.133783322507637,0.793549122532574,Not sig
XLOC_001803,1,1,1,1,1,0.005,0.422649730810374,0.581360264040961,Not sig
XLOC_001806,7,2,9,7,7,9,0.513471700812393,-0.353636954614701,Not sig
XLOC_001818,20,22,5,12,27,22,0.539685350840944,-0.376148485885249,Not sig
XLOC_001820,6,2,6,8,12,12,0.0334717449616315,-1.1926450779424,Down
XLOC_001893,8,11,6,4,20,11,0.552821502516347,-0.485426827170241,Not sig
XLOC_001919,9,2,4,4,4,9,0.815460705175269,-0.180572245641821,Not sig
XLOC_001948,1,1,2,2,3,5,0.139434998805095,-1.32192809488736,Not sig
XLOC_001967,24,3,0.005,6,0.005,0.005,0.454577972232259,2.1677896522408,Not sig
XLOC_002084,7,12,24,2,4,1,0.136551738908198,2.61890983264449,Not sig
XLOC_002173,7,6,15,5,9,20,0.728929732736932,-0.280107919192735,Not sig
XLOC_002189,32,36,66,30,30,62,0.804542486203719,0.135351852894886,Not sig
XLOC_002190,5,7,1,4,3,21,0.486941008594227,-1.10691520391651,Not sig
XLOC_002214,22,15,45,18,15,18,0.372212050883366,0.685126662646588,Not sig
XLOC_002329,0.005,1,7,5,2,5,0.620558580609015,-0.584061097979624,Not sig
XLOC_002331,3,21,4,11,40,5,0.501358259856852,-1,Not sig
XLOC_002350,24.65,4.53,20.02,9.62,15.84,16.59,0.741415502933663,0.226552515084096,Not sig
XLOC_002363,52,37,56,50,70,128,0.277406111226097,-0.774287220371941,Not sig
XLOC_002382,15,16,18,14,11,20,0.67208286591341,0.122856747785533,Not sig
XLOC_002438,16,19,15,33,18,25,0.176613376596629,-0.604071323668861,Not sig
XLOC_002477,20,11,18,14,33,22,0.359266503234832,-0.493814612662961,Not sig
XLOC_002481,0.005,1,1,0.005,0.005,3,0.775431569485555,-0.586161250304782,Not sig
XLOC_002482,12,7,8,0.005,9,8,0.376802151559639,0.667000401230352,Not sig
XLOC_002522,29,29,24,31,39,72,0.250713110311827,-0.792195114886599,Not sig
XLOC_002596,38,71,61,64,91,85,0.143299950915404,-0.497499659470817,Not sig
XLOC_002669,236,114,63,122,183,226,0.552853204364379,-0.362570079384708,Not sig
XLOC_002685,296,92,297,213,124,218,0.60558902961691,0.303616216610421,Not sig
XLOC_002839,30,17,32,20,43,59,0.335951406394911,-0.626956589385783,Not sig
XLOC_002927,403,177.89,265,210,388.06,836,0.407213258805148,-0.761563414786237,Not sig
XLOC_002955,8,19,14,14,11,49,0.46525019861435,-0.851901361010866,Not sig
XLOC_002980,15,5,12,14,18,17,0.186786281612665,-0.614709844115208,Not sig
XLOC_002981,0.005,0.005,3,0.005,2,3,0.643970653467018,-0.733606582076291,Not sig
XLOC_003059,9,8,11,6,15,7,1,0,Not sig
XLOC_003101,3.78,12.38,15.25,14.06,18.62,15.27,0.246432795067912,-0.610306872253529,Not sig
XLOC_003278,5,4,19,3,2,16,0.742230478999483,0.415037499278844,Not sig
XLOC_003368,178,167,225,174,196,253,0.583827014631248,-0.128270243971898,Not sig
XLOC_003421,4,3,2,4,4,10,0.269295485662715,-1,Not sig
XLOC_003433,83,108,132,81,91,59,0.156220637339325,0.483641313277867,Not sig
XLOC_003455,70,76,101,68,58,36,0.101903306766973,0.608517228700053,Not sig
XLOC_003564,8,1,0.005,1,9,22,0.340099503384454,-1.82927372386845,Not sig
XLOC_003582,36,12,16,18,22,42,0.598240763465383,-0.357552004618084,Not sig
XLOC_003666,338,499,321,470,439,588,0.198144447552804,-0.37043896806918,Not sig
XLOC_003667,10,1,4,4,5,13,0.580858052575919,-0.552541023028779,Not sig
XLOC_003716,22,21,35,14,13,84,0.688136418759742,-0.509013647487857,Not sig
XLOC_003818,4,2,9,1,3,2,0.283834404961709,1.32192809488736,Not sig
XLOC_003893,2,3,14,3,2,6,0.566136643434125,0.788495894806288,Not sig
XLOC_003929,5,1,8,7,4,3,1,0,Not sig
XLOC_003980,22,17,21,16,42,7,0.889019225513904,-0.115477217419936,Not sig
XLOC_004029,4,1,3,2,0.005,1,0.200376990048544,1.41263500906354,Not sig
XLOC_004034,5,7,9,9,9,2,0.906415609874658,0.070389327891398,Not sig
XLOC_004055,0.005,2,1,2,1,0.005,1,0,Not sig
XLOC_004063,3,2,10,0.005,4,2,0.362993764451814,1.32072634967761,Not sig
XLOC_004161,2,0.005,2,3,2,2,0.273644838680321,-0.805552679423619,Not sig
XLOC_004214,10,12,3,12,9,18,0.286863972913449,-0.641546029087524,Not sig
XLOC_004306,88,81,71,79,66,82,0.567291501674836,0.0803421083176035,Not sig
XLOC_004308,569,557,705,480,602,387,0.202953363208661,0.317797395241057,Not sig
XLOC_004328,1,2,1,2,5,10,0.202392807171397,-2.08746284125034,Not sig
XLOC_004372,6,2,6,8,0.005,4,0.818141798777836,0.221791423601912,Not sig
XLOC_004386,20,28,36,26,20,37,0.963214907404491,0.0172779914318354,Not sig
XLOC_004420,49.26,40,52.79,48.96,86.47,119.23,0.202428209744874,-0.842173538632187,Not sig
XLOC_004422,8.55,1.51,7.88,4,14,9.74,0.425979056185711,-0.628787897404341,Not sig
XLOC_004438,94,48,102,92,114,204,0.245636954893797,-0.74874276194256,Not sig
XLOC_004573,3.35,9.21,1.73,18.47,7.21,11.78,0.133002242325558,-1.39034498314723,Not sig
XLOC_004582,13.24,6,9,12,17,12,0.191473623915762,-0.537883821121628,Not sig
XLOC_004682,4,10,10,9,11,18,0.245875328013369,-0.662965012722429,Not sig
XLOC_004686,10,7,2,2,5,4,0.375364852722599,0.788495894806288,Not sig
XLOC_004693,0.005,1,0.005,0.005,1,1,0.518518518518518,-0.989246943703125,Not sig
XLOC_004767,13,19,20,23,9,74,0.458675801348749,-1.02748073642211,Not sig
XLOC_004768,15,26,10,27,7,206,0.424340882802352,-2.23446525363702,Not sig
XLOC_004851,13,6,16,0.005,8,1,0.0914393374880484,1.95855674081342,Not sig
XLOC_004861,11,3,1,2,5,7,0.928004051972239,0.0995356735509144,Not sig
XLOC_004903,0.005,0.005,0.005,1,1,0.005,0.183503419072274,-7.06249592573376,Not sig
XLOC_004939,1,1,3,5,1,4,0.308914300861674,-1,Not sig
XLOC_004943,15,16,28,7,17,19,0.394584702045275,0.456378294659743,Not sig
XLOC_004955,25,73,21,27,48,24,0.741968697690357,0.265461143228334,Not sig
XLOC_004977,18,12,9,15,23,15,0.281987179237212,-0.442518235700951,Not sig
XLOC_004990,4,3,3,8,1,2,0.893452840046193,-0.137503523749935,Not sig
XLOC_005055,48,36,76,35,36,68,0.685575180371365,0.202987022163855,Not sig
XLOC_005057,1,0.005,0.005,4,1,8,0.184654620698949,-3.68608442516402,Not sig
XLOC_005111,75,101.5,60.74,107.78,154.57,89.35,0.183753998808111,-0.567998058062305,Not sig
XLOC_005179,9,11,12,13,22,26,0.121940459848404,-0.930737337562886,Not sig
XLOC_005180,0.005,3.6,0.2,0.57,0.005,0.005,0.45508401962909,2.71377164837597,Not sig
XLOC_005239,543,540,696,529,746,616,0.671258779710182,-0.0880828526826018,Not sig
XLOC_005261,124,120,195,93,203,360,0.453514064034723,-0.579474875082725,Not sig
XLOC_005303,81,95,110,88,102,107,0.737829816279866,-0.0544477840223765,Not sig
XLOC_005310,275,116,203,184,216,264,0.681704858998479,-0.160720310546159,Not sig
XLOC_005386,23,22,23,21,19,37,0.651204498365504,-0.179323699444562,Not sig
XLOC_005439,4,1,11,6,10,10,0.385801066347587,-0.700439718141092,Not sig
